 Annual; abbreviated (Metric Units)                                     


          USDA WATER EROSION PREDICTION PROJECT
          -------------------------------------

          HILLSLOPE PROFILE AND WATERSHED MODEL
                     VERSION  2014.200
           February 11,     2014


               TO REPORT PROBLEMS OR TO BE PUT ON THE MAILING
               LIST FOR FUTURE WEPP MODEL RELEASES, PLEASE CONTACT:

                    WEPP TECHNICAL SUPPORT
                    USDA-AGRICULTURAL RESEARCH SERVICE
                    NATIONAL SOIL EROSION RESEARCH LABORATORY
                    275 SOUTH RUSSELL STREET
                    WEST LAFAYETTE, IN 47907-2077  USA

                    PHONE: (765) 494-8673
                      FAX: (765) 494-5948
                    email:  wepp@ecn.purdue.edu
                      URL:  http://topsoil.nserl.purdue.edu


     HILLSLOPE INPUT DATA FILES - VERSION  2014.200
      February 11,     2014


    MANAGEMENT: p10.man                                           
 MAN. PRACTICE: description 1                                               
                description 2                                               
                description 3                                               
         SLOPE: p10.slp                                           
       CLIMATE: p10.cli                                           
      Station:  SAINT MARIES ID                                CLIGEN VER. 5.32 5.32
          SOIL: p10.sol                                           

 *** CAUTION ***
 SOIL FILE FORMAT IS NON-STANDARD WEPP 
 User is solely responsible for entering CORRECT 
 values for BD, SSC, THETFC, THETDR
 *** CAUTION ***

      PLANE  1 Bouldercreek-MarblecSPM                 


     ANNUAL AVERAGE SUMMARIES
     ------------------------


I.   RAINFALL AND RUNOFF SUMMARY
     -------- --- ------ -------

      total summary:  years    1 -   27

      3780 storms produced                        38801.70 mm of precipitation
         1 rain storm runoff events produced         17.86 mm of runoff
       122 snow melts and/or
             events during winter produced         1137.31 mm of runoff

      annual averages
      ---------------

        Number of years                                   27
        Mean annual precipitation                    1437.10    mm
        Mean annual runoff from rainfall                0.66    mm
        Mean annual runoff from snow melt
          and/or rain storm during winter              42.12    mm



II.  ON SITE EFFECTS  ON SITE EFFECTS  ON SITE EFFECTS
     ---------------  ---------------  ---------------




  C.  SOIL LOSS/DEPOSITION ALONG SLOPE PROFILE

          Profile distances are from top to bottom of hillslope


 distance soil  flow    distance   soil  flow    distance   soil  flow
    (m)   loss  elem       (m)     loss  elem       (m)     loss  elem
         (kg/m2)                  (kg/m2)                  (kg/m2)
------------------------------------------------------------------------

   5.09     0.000  1      178.27     0.000  1      351.45     0.000  1
  10.19     0.000  1      183.37     0.000  1      356.54     0.000  1
  15.28     0.000  1      188.46     0.000  1      361.64     0.000  1
  20.37     0.000  1      193.55     0.000  1      366.73     0.000  1
  25.47     0.000  1      198.65     0.000  1      371.82     0.000  1
  30.56     0.000  1      203.74     0.000  1      376.92     0.000  1
  35.65     0.000  1      208.83     0.000  1      382.01     0.000  1
  40.75     0.000  1      213.93     0.000  1      387.10     0.000  1
  45.84     0.000  1      219.02     0.000  1      392.20     0.000  1
  50.93     0.000  1      224.11     0.000  1      397.29     0.000  1
  56.03     0.000  1      229.21     0.000  1      402.38     0.000  1
  61.12     0.000  1      234.30     0.000  1      407.48     0.000  1
  66.22     0.000  1      239.39     0.000  1      412.57     0.000  1
  71.31     0.000  1      244.49     0.000  1      417.66     0.000  1
  76.40     0.000  1      249.58     0.000  1      422.76     0.000  1
  81.50     0.000  1      254.67     0.000  1      427.85     0.000  1
  86.59     0.000  1      259.77     0.000  1      432.95     0.000  1
  91.68     0.000  1      264.86     0.000  1      438.04     0.000  1
  96.78     0.000  1      269.95     0.000  1      443.13     0.000  1
 101.87     0.000  1      275.05     0.000  1      448.23     0.000  1
 106.96     0.000  1      280.14     0.000  1      453.32     0.000  1
 112.06     0.000  1      285.23     0.000  1      458.41     0.000  1
 117.15     0.000  1      290.33     0.000  1      463.51     0.000  1
 122.24     0.000  1      295.42     0.000  1      468.60     0.000  1
 127.34     0.000  1      300.52     0.000  1      473.69     0.000  1
 132.43     0.000  1      305.61     0.000  1      478.79     0.000  1
 137.52     0.000  1      310.70     0.000  1      483.88     0.000  1
 142.62     0.000  1      315.80     0.000  1      488.97     0.000  1
 147.71     0.000  1      320.89     0.000  1      494.07     0.000  1
 152.80     0.000  1      325.98     0.000  1      499.16     0.000  1
 157.90     0.000  1      331.08     0.000  1      504.25     0.000  1
 162.99     0.000  1      336.17     0.000  1      509.35     0.000  1
 168.08     0.000  1      341.26     0.000  1
 173.18     0.000  1      346.36     0.000  1

note:  (+) soil loss - detachment     (-) soil loss - deposition



III. OFF SITE EFFECTS  OFF SITE EFFECTS  OFF SITE EFFECTS
     ----------------  ----------------  ----------------

     A.  AVERAGE ANNUAL SEDIMENT LEAVING PROFILE
             0.000   kg/m of width
                0.000     kg (based on profile width of    114.853      m)
             0.000   t/ha (assuming contributions from     5.850     ha)


     B.  SEDIMENT CHARACTERISTICS AND ENRICHMENT

     Sediment particle information leaving profile
-------------------------------------------------------------------------------
                                 Particle Composition         Detached Fraction
Class  Diameter  Specific  ---------------------------------  Sediment  In Flow
         (mm)    Gravity   % Sand   % Silt   % Clay   % O.M.  Fraction  Exiting
-------------------------------------------------------------------------------
  1     0.002      2.60      0.0      0.0    100.0     62.1     0.021    0.000
  2     0.010      2.65      0.0    100.0      0.0      0.0     0.473    0.000
  3     0.030      1.80      0.0     88.3     11.7      7.3     0.149    0.000
  4     0.300      1.60     62.9     10.6     26.5     16.5     0.165    0.000
  5     0.200      2.65    100.0      0.0      0.0      0.0     0.192    0.000
-------------------------------------------------------------------------------


     Average annual SSA enrichment ratio leaving profile =   0.00
