p8.cli                                             
   27      1990
.36900E+05
  5    0.20000E-05 0.10000E-04 0.30000E-04 0.30000E-03 0.20000E-03
    0.00     0.00     0.00     0.00
SUBEVENT   1990     1      0.29713E-03 0.10964E+02 0.00000E+00 0.00000E+00 0.32192E+03 0.00000E+00
SUBEVENT   1990     2      0.24434E-03 0.90163E+01 0.00000E+00 0.00000E+00 0.33196E+03 0.00000E+00
SUBEVENT   1990     3      0.21301E-03 0.78601E+01 0.00000E+00 0.00000E+00 0.33930E+03 0.00000E+00
SUBEVENT   1990     4      0.19620E-03 0.72397E+01 0.00000E+00 0.00000E+00 0.34513E+03 0.00000E+00
SUBEVENT   1990     5      0.18698E-03 0.68996E+01 0.00000E+00 0.00000E+00 0.35007E+03 0.00000E+00
SUBEVENT   1990     6      0.17915E-03 0.66105E+01 0.00000E+00 0.00000E+00 0.35425E+03 0.00000E+00
SUBEVENT   1990     7      0.16716E-03 0.61682E+01 0.00000E+00 0.00000E+00 0.35744E+03 0.00000E+00
SUBEVENT   1990     8      0.14928E-03 0.55083E+01 0.00000E+00 0.00000E+00 0.35925E+03 0.00000E+00
SUBEVENT   1990     9      0.12507E-03 0.46150E+01 0.00000E+00 0.00000E+00 0.35930E+03 0.00000E+00
SUBEVENT   1990    10      0.98094E-04 0.36197E+01 0.00000E+00 0.00000E+00 0.35743E+03 0.00000E+00
SUBEVENT   1990    11      0.69854E-04 0.25776E+01 0.00000E+00 0.00000E+00 0.35365E+03 0.00000E+00
SUBEVENT   1990    12      0.43779E-04 0.16155E+01 0.00000E+00 0.00000E+00 0.34816E+03 0.00000E+00
SUBEVENT   1990    13      0.20824E-04 0.76839E+00 0.00000E+00 0.00000E+00 0.34126E+03 0.00000E+00
SUBEVENT   1990    14      0.28551E-05 0.10535E+00 0.00000E+00 0.00000E+00 0.33325E+03 0.00000E+00
NO EVENT   1990    15      0.32449E+03 0.00000E+00
NO EVENT   1990    16      0.31522E+03 0.00000E+00
NO EVENT   1990    17      0.30564E+03 0.00000E+00
NO EVENT   1990    18      0.29588E+03 0.00000E+00
NO EVENT   1990    19      0.28599E+03 0.00000E+00
NO EVENT   1990    20      0.27604E+03 0.00000E+00
NO EVENT   1990    21      0.26627E+03 0.00000E+00
NO EVENT   1990    22      0.25689E+03 0.00000E+00
NO EVENT   1990    23      0.24779E+03 0.00000E+00
NO EVENT   1990    24      0.23876E+03 0.00000E+00
NO EVENT   1990    25      0.22976E+03 0.00000E+00
NO EVENT   1990    26      0.22084E+03 0.00000E+00
NO EVENT   1990    27      0.21213E+03 0.00000E+00
NO EVENT   1990    28      0.20366E+03 0.00000E+00
NO EVENT   1990    29      0.19552E+03 0.00000E+00
NO EVENT   1990    30      0.18770E+03 0.00000E+00
NO EVENT   1990    31      0.18019E+03 0.00000E+00
NO EVENT   1990    32      0.17298E+03 0.00000E+00
NO EVENT   1990    33      0.16606E+03 0.00000E+00
NO EVENT   1990    34      0.15942E+03 0.00000E+00
NO EVENT   1990    35      0.15304E+03 0.00000E+00
NO EVENT   1990    36      0.14692E+03 0.00000E+00
NO EVENT   1990    37      0.14104E+03 0.00000E+00
NO EVENT   1990    38      0.13540E+03 0.00000E+00
NO EVENT   1990    39      0.12999E+03 0.00000E+00
NO EVENT   1990    40      0.12479E+03 0.00000E+00
NO EVENT   1990    41      0.11979E+03 0.00000E+00
NO EVENT   1990    42      0.11500E+03 0.00000E+00
NO EVENT   1990    43      0.11040E+03 0.00000E+00
NO EVENT   1990    44      0.10599E+03 0.00000E+00
NO EVENT   1990    45      0.10175E+03 0.00000E+00
NO EVENT   1990    46      0.97677E+02 0.00000E+00
NO EVENT   1990    47      0.94044E+02 0.00000E+00
NO EVENT   1990    48      0.91264E+02 0.00000E+00
NO EVENT   1990    49      0.89010E+02 0.00000E+00
NO EVENT   1990    50      0.87089E+02 0.00000E+00
NO EVENT   1990    51      0.85346E+02 0.00000E+00
NO EVENT   1990    52      0.83611E+02 0.00000E+00
