 Annual; abbreviated (Metric Units)                                     


          USDA WATER EROSION PREDICTION PROJECT
          -------------------------------------

          HILLSLOPE PROFILE AND WATERSHED MODEL
                     VERSION  2014.200
           February 11,     2014


               TO REPORT PROBLEMS OR TO BE PUT ON THE MAILING
               LIST FOR FUTURE WEPP MODEL RELEASES, PLEASE CONTACT:

                    WEPP TECHNICAL SUPPORT
                    USDA-AGRICULTURAL RESEARCH SERVICE
                    NATIONAL SOIL EROSION RESEARCH LABORATORY
                    275 SOUTH RUSSELL STREET
                    WEST LAFAYETTE, IN 47907-2077  USA

                    PHONE: (765) 494-8673
                      FAX: (765) 494-5948
                    email:  wepp@ecn.purdue.edu
                      URL:  http://topsoil.nserl.purdue.edu


     HILLSLOPE INPUT DATA FILES - VERSION  2014.200
      February 11,     2014


    MANAGEMENT: p35.man                                           
 MAN. PRACTICE: description 1                                               
                description 2                                               
                description 3                                               
         SLOPE: p35.slp                                           
       CLIMATE: p35.cli                                           
      Station:  SAINT MARIES ID                                CLIGEN VER. 5.32 5.32
          SOIL: p35.sol                                           

 *** CAUTION ***
 SOIL FILE FORMAT IS NON-STANDARD WEPP 
 User is solely responsible for entering CORRECT 
 values for BD, SSC, THETFC, THETDR
 *** CAUTION ***

      PLANE  1 Bouldercreek-MarblecSPM                 


     ANNUAL AVERAGE SUMMARIES
     ------------------------


I.   RAINFALL AND RUNOFF SUMMARY
     -------- --- ------ -------

      total summary:  years    1 -   27

      3796 storms produced                        36089.60 mm of precipitation
         1 rain storm runoff events produced         11.48 mm of runoff
        19 snow melts and/or
             events during winter produced           35.40 mm of runoff

      annual averages
      ---------------

        Number of years                                   27
        Mean annual precipitation                    1336.65    mm
        Mean annual runoff from rainfall                0.43    mm
        Mean annual runoff from snow melt
          and/or rain storm during winter               1.31    mm



II.  ON SITE EFFECTS  ON SITE EFFECTS  ON SITE EFFECTS
     ---------------  ---------------  ---------------




  C.  SOIL LOSS/DEPOSITION ALONG SLOPE PROFILE

          Profile distances are from top to bottom of hillslope


 distance soil  flow    distance   soil  flow    distance   soil  flow
    (m)   loss  elem       (m)     loss  elem       (m)     loss  elem
         (kg/m2)                  (kg/m2)                  (kg/m2)
------------------------------------------------------------------------

   0.61     0.000  1       21.46     0.000  1       42.31     0.000  1
   1.23     0.000  1       22.07     0.000  1       42.92     0.000  1
   1.84     0.000  1       22.69     0.000  1       43.53     0.000  1
   2.45     0.000  1       23.30     0.000  1       44.15     0.000  1
   3.07     0.000  1       23.91     0.000  1       44.76     0.000  1
   3.68     0.000  1       24.53     0.000  1       45.37     0.000  1
   4.29     0.000  1       25.14     0.000  1       45.99     0.000  1
   4.91     0.000  1       25.75     0.000  1       46.60     0.000  1
   5.52     0.000  1       26.37     0.000  1       47.21     0.000  1
   6.13     0.000  1       26.98     0.000  1       47.83     0.000  1
   6.74     0.000  1       27.59     0.000  1       48.44     0.000  1
   7.36     0.000  1       28.20     0.000  1       49.05     0.000  1
   7.97     0.000  1       28.82     0.000  1       49.67     0.000  1
   8.58     0.000  1       29.43     0.000  1       50.28     0.000  1
   9.20     0.000  1       30.04     0.000  1       50.89     0.000  1
   9.81     0.000  1       30.66     0.000  1       51.50     0.000  1
  10.42     0.000  1       31.27     0.000  1       52.12     0.000  1
  11.04     0.000  1       31.88     0.000  1       52.73     0.000  1
  11.65     0.000  1       32.50     0.000  1       53.34     0.000  1
  12.26     0.000  1       33.11     0.000  1       53.96     0.000  1
  12.88     0.000  1       33.72     0.000  1       54.57     0.000  1
  13.49     0.000  1       34.34     0.000  1       55.18     0.000  1
  14.10     0.000  1       34.95     0.000  1       55.80     0.000  1
  14.72     0.000  1       35.56     0.000  1       56.41     0.000  1
  15.33     0.000  1       36.18     0.000  1       57.02     0.000  1
  15.94     0.000  1       36.79     0.000  1       57.64     0.000  1
  16.56     0.000  1       37.40     0.000  1       58.25     0.000  1
  17.17     0.000  1       38.02     0.000  1       58.86     0.000  1
  17.78     0.000  1       38.63     0.000  1       59.48     0.000  1
  18.39     0.000  1       39.24     0.000  1       60.09     0.000  1
  19.01     0.000  1       39.85     0.000  1       60.70     0.000  1
  19.62     0.000  1       40.47     0.000  1       61.31     0.000  1
  20.23     0.000  1       41.08     0.000  1
  20.85     0.000  1       41.69     0.000  1

note:  (+) soil loss - detachment     (-) soil loss - deposition



III. OFF SITE EFFECTS  OFF SITE EFFECTS  OFF SITE EFFECTS
     ----------------  ----------------  ----------------

     A.  AVERAGE ANNUAL SEDIMENT LEAVING PROFILE
             0.000   kg/m of width
                0.000     kg (based on profile width of    234.853      m)
             0.000   t/ha (assuming contributions from     1.440     ha)


     B.  SEDIMENT CHARACTERISTICS AND ENRICHMENT

     Sediment particle information leaving profile
-------------------------------------------------------------------------------
                                 Particle Composition         Detached Fraction
Class  Diameter  Specific  ---------------------------------  Sediment  In Flow
         (mm)    Gravity   % Sand   % Silt   % Clay   % O.M.  Fraction  Exiting
-------------------------------------------------------------------------------
  1     0.002      2.60      0.0      0.0    100.0     62.1     0.021    0.000
  2     0.010      2.65      0.0    100.0      0.0      0.0     0.473    0.000
  3     0.030      1.80      0.0     88.3     11.7      7.3     0.149    0.000
  4     0.300      1.60     62.9     10.6     26.5     16.5     0.165    0.000
  5     0.200      2.65    100.0      0.0      0.0      0.0     0.192    0.000
-------------------------------------------------------------------------------


     Average annual SSA enrichment ratio leaving profile =   0.00
